,n_train,polykernel_degree,n_test,time,algo,tr_regret,tst_regret,reweight,mixture_weight
0,100,1,1000,2.3441271781921387,LS,5.295763827461996e-16,3.1619151741324457e-16,,
1,100,1,1000,5.081186056137085,reweight_LS,5.295763827461996e-16,3.1619151741324457e-16,1.0,0.2
2,100,1,1000,5.091635227203369,reweight_LS,5.295763827461996e-16,3.1619151741324457e-16,1.0,0.4
3,100,1,1000,5.3345863819122314,reweight_LS,5.295763827461996e-16,3.1619151741324457e-16,1.0,0.6
4,100,1,1000,5.0838623046875,reweight_LS,5.295763827461996e-16,3.1619151741324457e-16,1.0,0.8
5,100,1,1000,60.03215003013611,SPO,5.295763827461996e-16,0.0003573829642138886,,
6,100,1,1000,2.3704960346221924,LS,7.283063041541026e-16,3.1619151741324457e-16,,
7,100,1,1000,5.10162091255188,reweight_LS,7.283063041541026e-16,3.1619151741324457e-16,1.0,0.2
8,100,1,1000,5.04441499710083,reweight_LS,7.283063041541026e-16,3.1619151741324457e-16,1.0,0.4
9,100,1,1000,5.305739164352417,reweight_LS,7.283063041541026e-16,3.1619151741324457e-16,1.0,0.6
10,100,1,1000,5.084275960922241,reweight_LS,7.283063041541026e-16,3.1619151741324457e-16,1.0,0.8
11,100,1,1000,58.74673891067505,SPO,7.283063041541026e-16,0.0008792850093180484,,
12,100,1,1000,2.529677152633667,LS,5.972999872483342e-16,3.1619151741324457e-16,,
13,100,1,1000,5.357737064361572,reweight_LS,5.972999872483342e-16,3.1619151741324457e-16,1.0,0.2
14,100,1,1000,5.223658084869385,reweight_LS,5.972999872483342e-16,3.1619151741324457e-16,1.0,0.4
15,100,1,1000,5.566928863525391,reweight_LS,5.972999872483342e-16,3.1619151741324457e-16,1.0,0.6
16,100,1,1000,5.3063130378723145,reweight_LS,5.972999872483342e-16,3.1619151741324457e-16,1.0,0.8
17,100,1,1000,60.102494955062866,SPO,5.972999872483342e-16,0.0005333475706323377,,
18,100,1,1000,2.4606058597564697,LS,7.716050021144838e-16,3.1619151741324457e-16,,
19,100,1,1000,5.282606840133667,reweight_LS,7.716050021144838e-16,3.1619151741324457e-16,1.0,0.2
20,100,1,1000,5.167909860610962,reweight_LS,7.716050021144838e-16,3.1619151741324457e-16,1.0,0.4
21,100,1,1000,5.441819190979004,reweight_LS,7.716050021144838e-16,3.1619151741324457e-16,1.0,0.6
22,100,1,1000,5.180057764053345,reweight_LS,7.716050021144838e-16,3.1619151741324457e-16,1.0,0.8
23,100,1,1000,59.667784214019775,SPO,3.338814024384074e-05,0.000985006029189065,,
24,100,1,1000,2.467766046524048,LS,6.805667140952209e-16,3.1619151741324457e-16,,
25,100,1,1000,5.275375843048096,reweight_LS,6.805667140952209e-16,3.1619151741324457e-16,1.0,0.2
26,100,1,1000,5.149410247802734,reweight_LS,6.805667140952209e-16,3.1619151741324457e-16,1.0,0.4
27,100,1,1000,5.4570088386535645,reweight_LS,6.805667140952209e-16,3.1619151741324457e-16,1.0,0.6
28,100,1,1000,5.182138919830322,reweight_LS,6.805667140952209e-16,3.1619151741324457e-16,1.0,0.8
29,100,1,1000,58.81986403465271,SPO,6.805667140952209e-16,0.0018867525946561152,,
30,100,1,1000,2.491063117980957,LS,8.659739592076221e-16,3.1619151741324457e-16,,
